date,confirmed,deaths,country,new_cases,new_deaths,new_cases_7day_avg,growth_rate,case_fatality_rate
2020-05-10,67161,2212,India,4353.0,111.0,3522.285714285714,6.930645777607958,3.2935781182531527
2020-05-11,70768,2294,India,3607.0,82.0,3475.8571428571427,5.370676434240118,3.2415781144019897
2020-05-12,74292,2415,India,3524.0,121.0,3556.0,4.979651820031661,3.2506864803747377
2020-05-13,78055,2551,India,3763.0,136.0,3581.1428571428573,5.065148333602543,3.2682083146499266
2020-05-14,81997,2649,India,3942.0,98.0,3663.714285714286,5.0502850554096534,3.2306059977804065
2020-05-15,85784,2753,India,3787.0,104.0,3727.0,4.61846165103601,3.209223165159004
2020-05-16,90648,2871,India,4864.0,118.0,3977.1428571428573,5.67005502191551,3.167196187450357
2020-05-17,95698,3025,India,5050.0,154.0,4076.714285714286,5.570999911746544,3.1609856005350165
2020-05-18,100328,3156,India,4630.0,131.0,4222.857142857143,4.838136638174251,3.145682162506977
2020-05-19,106475,3302,India,6147.0,146.0,4597.571428571428,6.126903755681368,3.1011974641934725
2020-05-20,112028,3434,India,5553.0,132.0,4853.285714285715,5.215308757924397,3.0653051022958544
2020-05-21,118226,3584,India,6198.0,150.0,5175.571428571428,5.532545435069802,3.0314820767005566
2020-05-22,124794,3726,India,6568.0,142.0,5572.857142857143,5.555461573596343,2.98572046733016
2020-05-23,131423,3868,India,6629.0,142.0,5825.0,5.311954100357386,2.9431682430016055
2020-05-24,138536,4024,India,7113.0,156.0,6119.714285714285,5.412294651621097,2.9046601605358897
2020-05-25,144950,4172,India,6414.0,148.0,6374.571428571428,4.629843506381004,2.8782338737495685
2020-05-26,150793,4344,India,5843.0,172.0,6331.142857142857,4.031045187995863,2.8807703275350978
2020-05-27,158086,4534,India,7293.0,190.0,6579.714285714285,4.836431399335517,2.868059157673671
2020-05-28,165386,4711,India,7300.0,177.0,6737.142857142857,4.617739711296376,2.8484877801023063
2020-05-29,173491,4980,India,8105.0,269.0,6956.714285714285,4.900656645665302,2.870465903130422
2020-05-30,181827,5185,India,8336.0,205.0,7200.571428571428,4.804860194476945,2.8516116968327037
2020-05-31,190609,5408,India,8782.0,223.0,7439.0,4.829865751511053,2.837221747136809
2020-06-01,198370,5608,India,7761.0,200.0,7631.428571428572,4.071686016924692,2.82704037908958
2020-06-02,207191,5829,India,8821.0,221.0,8056.857142857143,4.446740938650007,2.8133461395523938
2020-06-03,216824,6088,India,9633.0,259.0,8391.142857142857,4.649333223933483,2.8078072538095413
2020-06-04,226713,6363,India,9889.0,275.0,8761.0,4.560841973213292,2.806632173717431
2020-06-05,236184,6649,India,9471.0,286.0,8956.142857142857,4.177528416985354,2.815177996816042
2020-06-06,246622,6946,India,10438.0,297.0,9256.42857142857,4.41943569420451,2.8164559528347026
2020-06-07,257486,7207,India,10864.0,261.0,9553.857142857143,4.4051220085799425,2.7989871293973265
2020-06-08,265928,7473,India,8442.0,266.0,9651.142857142857,3.278624857273793,2.8101591408200717
2020-06-09,276146,7750,India,10218.0,277.0,9850.714285714286,3.84239342980055,2.8064864238482543
2020-06-10,286605,8102,India,10459.0,352.0,9968.714285714286,3.787489226713414,2.8268871792187853
2020-06-11,297535,8498,India,10930.0,396.0,10117.42857142857,3.813611067497069,2.856134572403247
2020-06-12,308993,8884,India,11458.0,386.0,10401.285714285714,3.8509755154855663,2.8751460389070305
2020-06-13,320922,9195,India,11929.0,311.0,10614.285714285714,3.86060525642975,2.865182193804102
2020-06-14,332424,9520,India,11502.0,325.0,10705.42857142857,3.5840484603735456,2.8638124804466583
2020-06-15,343091,9900,India,10667.0,380.0,11023.285714285714,3.208853753038299,2.8855318268331143
2020-06-16,354065,11903,India,10974.0,2003.0,11131.285714285714,3.198568309865313,3.3618120966489204
2020-06-17,366946,12237,India,12881.0,334.0,11477.285714285714,3.6380325646420797,3.334823107487205
2020-06-18,380532,12573,India,13586.0,336.0,11856.714285714286,3.7024521319213077,3.3040585285862947
2020-06-19,395048,12948,India,14516.0,375.0,12293.57142857143,3.8146594767325848,3.2775763957797537
2020-06-20,410451,13254,India,15403.0,306.0,12789.857142857143,3.899019865940345,3.2291308828581244
2020-06-21,425282,13699,India,14831.0,445.0,13265.42857142857,3.613342396534547,3.2211567853800536
2020-06-22,440215,14011,India,14933.0,312.0,13874.857142857143,3.5113171965895473,3.1827629680951355
2020-06-23,456183,14476,India,15968.0,465.0,14588.285714285714,3.6273184693842886,3.1732879129647533
2020-06-24,473105,14894,India,16922.0,418.0,15165.57142857143,3.709476240894549,3.1481383625199477
2020-06-25,490401,15301,India,17296.0,407.0,15695.57142857143,3.655848067553724,3.1200996735324766
2020-06-26,508953,15685,India,18552.0,384.0,16272.142857142857,3.783026543583712,3.0818169850654185
2020-06-27,528859,16095,India,19906.0,410.0,16915.428571428572,3.911166649965714,3.0433442562195214
2020-06-28,548318,16475,India,19459.0,380.0,17576.571428571428,3.679430623285218,3.0046432909370107
2020-06-29,566840,16893,India,18522.0,418.0,18089.285714285714,3.3779668002874352,2.9802060546185873
2020-06-30,585481,17400,India,18641.0,507.0,18471.14285714286,3.288582315997468,2.9719153994749616
2020-07-01,604641,17834,India,19160.0,434.0,18790.85714285714,3.272522934134492,2.949518805373767
2020-07-02,625544,18213,India,20903.0,379.0,19306.14285714286,3.4570927211353464,2.9115457905439106
2020-07-03,648315,18655,India,22771.0,442.0,19908.85714285714,3.6401915772511506,2.8774592597734125
2020-07-04,673165,19268,India,24850.0,613.0,20615.14285714286,3.8330132728688904,2.862299733349179
2020-07-05,697413,19693,India,24248.0,425.0,21299.285714285714,3.602088640972134,2.8237213817350693
2020-07-06,719664,20159,India,22251.0,466.0,21832.0,3.190505482404249,2.8011683229951756
2020-07-07,742417,20642,India,22753.0,483.0,22419.428571428572,3.1616143088997184,2.780378143280663
2020-07-08,767296,21129,India,24879.0,487.0,23236.428571428572,3.3510816697354784,2.7536960964217196
2020-07-09,793802,21604,India,26506.0,475.0,24036.85714285714,3.4544686796229795,2.7215854835336772
2020-07-10,820916,22123,India,27114.0,519.0,24657.285714285714,3.4157132383138444,2.694916410448816
2020-07-11,849522,22673,India,28606.0,550.0,25193.85714285714,3.4846439830628295,2.6689126355762416
2020-07-12,878254,23174,India,28732.0,501.0,25834.428571428572,3.382137248947048,2.63864440127799
2020-07-13,906752,23727,India,28498.0,553.0,26726.85714285714,3.2448471626659314,2.616702251552795
2020-07-14,936181,24309,India,29429.0,582.0,27680.571428571428,3.2455401256352268,2.5966132617517337
2020-07-15,968857,24914,India,32676.0,605.0,28794.428571428572,3.4903506907318027,2.5714837174113416
2020-07-16,1003832,25602,India,34975.0,688.0,30004.285714285714,3.609923858732511,2.5504267646379075
2020-07-17,1039084,26273,India,35252.0,671.0,31166.85714285714,3.511743000820844,2.528477004746488
2020-07-18,1077781,26816,India,38697.0,543.0,32608.428571428572,3.7241454973803823,2.4880750356519554
2020-07-19,1118206,27497,India,40425.0,681.0,34278.857142857145,3.7507619822579885,2.4590281218308614
2020-07-20,1155338,28082,India,37132.0,585.0,35512.28571428572,3.320676154483171,2.430630689893347
2020-07-21,1193078,28732,India,37740.0,650.0,36699.57142857143,3.266576534312904,2.4082247765862754
2020-07-22,1238798,29861,India,45720.0,1129.0,38563.0,3.8321048581903217,2.4104817734610484
2020-07-23,1288108,30601,India,49310.0,740.0,40610.857142857145,3.980471392430407,2.375654836395706
2020-07-24,1337024,31358,India,48916.0,757.0,42562.857142857145,3.7975076624009896,2.345358048920588
2020-07-25,1385635,32060,India,48611.0,702.0,43979.142857142855,3.6357612129625183,2.313740631551599
2020-07-26,1435616,32771,India,49981.0,711.0,45344.28571428572,3.6070826732869765,2.2827134832712925
2020-07-27,1480073,33408,India,44457.0,637.0,46390.71428571428,3.0967194570135748,2.2571859631247917
2020-07-28,1531669,34193,India,51596.0,785.0,48370.142857142855,3.48604426943806,2.2324013869837414
2020-07-29,1581963,34955,India,50294.0,762.0,49023.57142857143,3.283607620184248,2.20959655820016
2020-07-30,1634746,35718,India,52783.0,763.0,49519.71428571428,3.3365508548556466,2.184926587983699
2020-07-31,1695988,36511,India,61242.0,793.0,51280.57142857143,3.7462700627498124,2.1527864583947527
2020-08-01,1750723,37364,India,54735.0,853.0,52155.42857142857,3.2273223631299253,2.1342039831543884
2020-08-02,1803695,38135,India,52972.0,771.0,52582.71428571428,3.0257213733982935,2.1142709826217847
2020-08-03,1855745,38938,India,52050.0,803.0,53667.42857142857,2.885742877814712,2.098240868222735
2020-08-04,1908254,39795,India,52509.0,857.0,53797.857142857145,2.829537463390719,2.085414205865676
2020-08-05,1964536,40699,India,56282.0,904.0,54653.28571428572,2.9493977216869416,2.0716851205577296
2020-08-06,2027074,41585,India,62538.0,886.0,56046.857142857145,3.183347110971746,2.051479127057029
2020-08-07,2088611,42518,India,61537.0,933.0,56089.0,3.035754984771155,2.035706984211038
2020-08-08,2153010,43379,India,64399.0,861.0,57469.57142857143,3.083341033825837,2.0148071769290437
2020-08-09,2215074,44386,India,62064.0,1007.0,58768.42857142857,2.8826619476918447,2.003815673878164
2020-08-10,2268675,45257,India,53601.0,871.0,58990.0,2.4198288635052467,1.9948648440168821
2020-08-11,2329638,46091,India,60963.0,834.0,60197.71428571428,2.6871632120070155,1.9784618897871686
2020-08-12,2396637,47033,India,66999.0,942.0,61728.71428571428,2.8759403821537965,1.9624582279252136
2020-08-13,2461190,48040,India,64553.0,1007.0,62016.57142857143,2.6934825757926717,1.9519013160300505
2020-08-14,2525922,49036,India,64732.0,996.0,62473.0,2.630109824922089,1.9413109351753537
2020-08-15,2589952,49980,India,64030.0,944.0,62420.28571428572,2.53491596335913,1.9297654937234356
2020-08-16,2647663,50921,India,57711.0,941.0,61798.42857142857,2.2282652342591636,1.923243252634493
2020-08-17,2702681,51797,India,55018.0,876.0,62000.857142857145,2.077983489590629,1.9165043895302478
2020-08-18,2767253,52888,India,64572.0,1091.0,62516.42857142857,2.389183185140986,1.9112094195940885
2020-08-19,2836925,53866,India,69672.0,978.0,62898.28571428572,2.517731483171226,1.8987460013923527
2020-08-20,2905825,54849,India,68900.0,983.0,63519.28571428572,2.428685989231294,1.8875534486763657
2020-08-21,2975701,55794,India,69876.0,945.0,64254.142857142855,2.404687137043693,1.8749867678237835
2020-08-22,3044940,56706,India,69239.0,912.0,64998.28571428572,2.326813076985901,1.8623027054720291
2020-08-23,3106348,57542,India,61408.0,836.0,65526.42857142857,2.016722825408701,1.8524003105897986
2020-08-24,3167323,58390,India,60975.0,848.0,66377.42857142857,1.9629159385876838,1.8435126445897687
2020-08-25,3224547,59357,India,57224.0,967.0,65327.71428571428,1.8066992220244105,1.8407856979600548
2020-08-26,3310234,60472,India,85687.0,1115.0,67615.57142857143,2.6573345031100537,1.8268194937276339
2020-08-27,3387500,61529,India,77266.0,1057.0,68810.71428571429,2.334155228905277,1.8163542435424354
2020-08-28,3463972,62550,India,76472.0,1021.0,69753.0,2.2574760147601403,1.8057305313091445
2020-08-29,3542733,63498,India,78761.0,948.0,71113.28571428571,2.2737193025809788,1.7923450624136787
2020-08-30,3621245,64469,India,78512.0,971.0,73556.71428571429,2.2161421704655737,1.7802993169476244
2020-08-31,3691166,65288,India,69921.0,819.0,74834.71428571429,1.9308552721508665,1.7687635831062598
2020-09-01,3769523,66333,India,78357.0,1045.0,77853.71428571429,2.1228251452251046,1.7597186699749543
2020-09-02,3853406,67376,India,83883.0,1043.0,77596.0,2.22529481846907,1.7484791376771613
2020-09-03,3936747,68472,India,83341.0,1096.0,78463.85714285714,2.162787933583954,1.7393040497649455
2020-09-04,4023179,69561,India,86432.0,1089.0,79886.71428571429,2.195518279432229,1.7290058433890216
2020-09-05,4113811,70626,India,90632.0,1065.0,81582.57142857143,2.252745900691955,1.7168022546490347
2020-09-06,4204613,71642,India,90802.0,1016.0,83338.28571428571,2.2072477320907558,1.703890465067772
2020-09-07,4280422,72775,India,75809.0,1133.0,84179.42857142857,1.8029958999793871,1.700182832440353
2020-09-08,4370128,73890,India,89706.0,1115.0,85800.71428571429,2.0957279445811716,1.6907971574287983
2020-09-09,4465863,75062,India,95735.0,1172.0,87493.85714285714,2.190668099424098,1.6807949549728685
2020-09-10,4562414,76271,India,96551.0,1209.0,89381.0,2.1619785470355923,1.671724661549785
2020-09-11,4659984,77472,India,97570.0,1201.0,90972.14285714286,2.1385608583526228,1.6624949785235315
2020-09-12,4754356,78586,India,94372.0,1114.0,91506.42857142857,2.0251571679215985,1.6529262848638178
2020-09-13,4846427,79722,India,92071.0,1136.0,91687.71428571429,1.9365609138230377,1.6449644243068142
2020-09-14,4930236,80776,India,83809.0,1054.0,92830.57142857143,1.7292945916651536,1.638379988300763
2020-09-15,5020359,82066,India,90123.0,1290.0,92890.14285714286,1.8279652333072827,1.634663975225676
2020-09-16,5118253,83198,India,97894.0,1132.0,93198.57142857143,1.9499402333578164,1.6255155811953808
2020-09-17,5214677,84372,India,96424.0,1174.0,93180.42857142857,1.883924065496556,1.6179717363127188
2020-09-18,5308014,85619,India,93337.0,1247.0,92575.71428571429,1.78989034220145,1.6130138315385
2020-09-19,5400619,86752,India,92605.0,1133.0,92323.28571428571,1.74462614454296,1.6063343850029044
2020-09-20,5487580,87882,India,86961.0,1130.0,91593.28571428571,1.6102043117649956,1.6014709580543702
2020-09-21,5562663,88935,India,75083.0,1053.0,90346.71428571429,1.3682351783481872,1.5987846108958963
2020-09-22,5646010,90020,India,83347.0,1085.0,89378.71428571429,1.4983291276138733,1.5944002933044752
2020-09-23,5732518,91149,India,86508.0,1129.0,87752.14285714286,1.5321970736856594,1.5900342571972734
2020-09-24,5818570,92290,India,86052.0,1141.0,86270.42857142857,1.5011204500360975,1.5861285504857725
2020-09-25,5903932,93379,India,85362.0,1089.0,85131.14285714286,1.4670614944909177,1.5816408454568922
2020-09-26,5992532,94503,India,88600.0,1124.0,84559.0,1.5006947912001634,1.5770128553339389
2020-09-27,6074702,95542,India,82170.0,1039.0,83874.57142857143,1.3712066952667135,1.5727849695343081
2020-09-28,6145291,96318,India,70589.0,776.0,83232.57142857143,1.162015848678677,1.56734644461914
2020-09-29,6225763,97497,India,80472.0,1179.0,82821.85714285714,1.3094904700200471,1.5660249193552662
2020-09-30,6312584,98678,India,86821.0,1181.0,82866.57142857143,1.3945439297962325,1.563195040256098
2020-10-01,6394068,99773,India,81484.0,1095.0,82214.0,1.2908184667324907,1.5603994202126095
2020-10-02,6473544,100842,India,79476.0,1069.0,81373.14285714286,1.2429645727884076,1.5577556899281135
2020-10-03,6549373,101782,India,75829.0,940.0,79548.71428571429,1.1713676465317846,1.5540724280018867
2020-10-04,6623815,102685,India,74442.0,903.0,78444.71428571429,1.1366278878909508,1.5502395522821817
2020-10-05,6685082,103569,India,61267.0,884.0,77113.0,0.92495034960971,1.5492554915556758
2020-10-06,6757131,104555,India,72049.0,986.0,75909.71428571429,1.0777579093270706,1.547328296580309
2020-10-07,6835655,105526,India,78524.0,971.0,74724.42857142857,1.1620908341128722,1.5437584254910466
2020-10-08,6906151,106490,India,70496.0,964.0,73154.71428571429,1.0312983905712114,1.5419587553182663
2020-10-09,6979423,107416,India,73272.0,926.0,72268.42857142857,1.0609672449965357,1.5390383990195178
2020-10-10,7053806,108334,India,74383.0,918.0,72061.85714285714,1.0657471255145268,1.5358233555048153
2020-10-11,7120538,109150,India,66732.0,816.0,70960.42857142857,0.9460424627498965,1.5328897900692335
2020-10-12,7175880,109856,India,55342.0,706.0,70114.0,0.7772165530188779,1.5309063139294414
2020-10-13,7239389,110586,India,63509.0,730.0,68894.0,0.8850343093808721,1.5275598534627715
2020-10-14,7307097,111266,India,67708.0,680.0,67348.85714285714,0.9352722999137031,1.5227114133013424
2020-10-15,7370468,112161,India,63371.0,895.0,66331.0,0.8672527544112185,1.521762254445715
2020-10-16,7432680,112998,India,62212.0,837.0,64751.0,0.8440712312976606,1.5202860879252167
2020-10-17,7494551,114031,India,61871.0,1033.0,62963.57142857143,0.8324184547161995,1.5215187674351671
2020-10-18,7550273,114610,India,55722.0,579.0,61390.71428571428,0.743500177662404,1.5179583572673465
2020-10-19,7597063,115197,India,46790.0,587.0,60169.0,0.6197126911834827,1.5163359840506785
2020-10-20,7651107,115914,India,54044.0,717.0,58816.857142857145,0.7113801741541526,1.5149964573753838
2020-10-21,7706946,116616,India,55839.0,702.0,57121.28571428572,0.7298159599650189,1.5131285466383182
2020-10-22,7761312,117306,India,54366.0,690.0,55834.857142857145,0.7054156082058949,1.5114197187279677
2020-10-23,7814682,117956,India,53370.0,650.0,54571.71428571428,0.6876414709265699,1.5094152263649372
2020-10-24,7864811,118534,India,50129.0,578.0,52894.28571428572,0.6414720394252837,1.5071436554546573
2020-10-25,7909959,119014,India,45148.0,480.0,51383.71428571428,0.5740506669518197,1.5046095687727332
2020-10-26,7946429,119502,India,36470.0,488.0,49909.42857142857,0.4610643367430889,1.5038453121521629
2020-10-27,7990322,120010,India,43893.0,508.0,48459.28571428572,0.5523613185243414,1.5019419743034135
2020-10-28,8040203,120527,India,49881.0,517.0,47608.142857142855,0.6242677078595937,1.4990541905471788
2020-10-29,8088851,121090,India,48648.0,563.0,46791.28571428572,0.6050593498696522,1.4969987702827015
2020-10-30,8137119,121641,India,48268.0,551.0,46062.42857142857,0.5967225753076733,1.494890267673362
2020-10-31,8184082,122111,India,46963.0,470.0,45610.142857142855,0.5771453016724992,1.4920549427535061
2020-11-01,8229313,122607,India,45231.0,496.0,45622.0,0.5526704155701223,1.4898813546161145
2020-11-02,8267623,123097,India,38310.0,490.0,45884.857142857145,0.46553096230510516,1.4889043682809437
2020-11-03,8313876,123611,India,46253.0,514.0,46222.0,0.5594473768337105,1.4868035077742319
2020-11-04,8364086,124315,India,50210.0,704.0,46269.0,0.6039301043219814,1.4862950954832361
2020-11-05,8411724,124985,India,47638.0,670.0,46124.71428571428,0.5695541628816247,1.4858428545682194
2020-11-06,8462080,125562,India,50356.0,577.0,46423.0,0.5986406591562021,1.4838195810013615
2020-11-07,8507754,126121,India,45674.0,559.0,46238.857142857145,0.5397490924217152,1.48242415095688
2020-11-08,8553657,126611,India,45903.0,490.0,46334.857142857145,0.539543103855622,1.4801973004061304
2020-11-09,8591730,127059,India,38073.0,448.0,46301.0,0.4451078643906259,1.478852338236886
2020-11-10,8636011,127571,India,44281.0,512.0,46019.28571428572,0.5153909631703923,1.4771982110722184
2020-11-11,8683916,128121,India,47905.0,550.0,45690.0,0.5547121234560803,1.4753827651027487
2020-11-12,8728795,128668,India,44879.0,547.0,45295.857142857145,0.516806012402693,1.4740637166985822
